VehicleMake,VehicleModel,YearOfBirth,Total,PASS,PASS %,FAIL,FAIL %,Vehicle and Safety Equipment,Vehicle and Safety Equipment %,Lighting and Electrical,Lighting and Electrical %,Steering and Suspension,Steering and Suspension %,Braking Equipment,Braking Equipment %,Wheels and Tyres,Wheels and Tyres %,"Engine, Noise and Exhaust","Engine, Noise and Exhaust %",Chassis and Body,Chassis and Body %,Side Slip Test,Side Slip Test %,Suspension Test,Suspension Test %,Light test,Light test %,Brake Test,Brake Test %,Emmissions,Emmissions %,OTHER,OTHER %,Incompletable,Incompletable %
MERCEDES BENZ,A SERIES,2013,27,22,81.5,5,18.5,3,11.1,2,7.4,0,0,0,0,1,3.7,0,0,0,0,0,0,0,0,1,3.7,0,0,0,0,1,3.7,0,0
MERCEDES BENZ,A140 CLASSIC SE,2000,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
MERCEDES BENZ,B SERIES,2005,9,3,33.3,6,66.7,1,11.1,1,11.1,5,55.6,1,11.1,2,22.2,1,11.1,0,0,3,33.3,5,55.6,1,11.1,1,11.1,0,0,0,0,0,0
MERCEDES BENZ,B SERIES,2006,295,152,51.5,143,48.5,32,10.8,59,20,44,14.9,10,3.4,38,12.9,29,9.8,4,1.4,24,8.1,35,11.9,16,5.4,17,5.8,1,0.3,1,0.3,0,0
MERCEDES BENZ,B SERIES,2007,242,142,58.7,100,41.3,9,3.7,50,20.7,40,16.5,17,7,17,7,13,5.4,1,0.4,26,10.7,28,11.6,8,3.3,19,7.9,0,0,0,0,0,0
MERCEDES BENZ,B SERIES,2008,204,115,56.4,89,43.6,14,6.9,37,18.1,17,8.3,15,7.4,9,4.4,5,2.5,4,2,17,8.3,15,7.4,10,4.9,16,7.8,1,0.5,1,0.5,0,0
MERCEDES BENZ,B SERIES,2009,31,15,48.4,16,51.6,2,6.5,5,16.1,4,12.9,2,6.5,4,12.9,1,3.2,0,0,4,12.9,5,16.1,0,0,2,6.5,0,0,0,0,0,0
MERCEDES BENZ,B SERIES,2010,54,32,59.3,22,40.7,3,5.6,8,14.8,2,3.7,2,3.7,4,7.4,0,0,3,5.6,3,5.6,3,5.6,1,1.9,3,5.6,1,1.9,0,0,0,0
MERCEDES BENZ,B SERIES,2011,23,17,73.9,6,26.1,0,0,1,4.3,0,0,1,4.3,3,13,0,0,1,4.3,1,4.3,1,4.3,0,0,0,0,0,0,0,0,0,0
MERCEDES BENZ,B SERIES,2012,144,123,85.4,21,14.6,3,2.1,8,5.6,3,2.1,0,0,3,2.1,0,0,1,0.7,4,2.8,7,4.9,0,0,0,0,0,0,0,0,1,0.7
MERCEDES BENZ,B SERIES,2013,33,29,87.9,4,12.1,0,0,0,0,2,6.1,0,0,2,6.1,0,0,0,0,2,6.1,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES BENZ,C 220 CDI/CLASSIC,2012,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES BENZ,C 320 AVANTGARDE 5DR A,2008,2,1,50,1,50,0,0,1,50,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,1994,2,0,0,2,100,0,0,1,50,1,50,2,100,1,50,1,50,1,50,0,0,1,50,0,0,2,100,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,1995,4,2,50,2,50,1,25,1,25,0,0,0,0,1,25,1,25,1,25,0,0,0,0,1,25,0,0,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,1996,10,3,30,7,70,1,10,4,40,2,20,4,40,2,20,0,0,3,30,1,10,1,10,0,0,4,40,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,1997,32,13,40.6,19,59.4,3,9.4,10,31.3,6,18.8,3,9.4,3,9.4,1,3.1,5,15.6,6,18.8,0,0,4,12.5,3,9.4,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,1998,27,12,44.4,15,55.6,3,11.1,5,18.5,5,18.5,5,18.5,3,11.1,0,0,4,14.8,5,18.5,1,3.7,1,3.7,6,22.2,1,3.7,0,0,0,0
MERCEDES BENZ,C SERIES,1999,36,16,44.4,20,55.6,2,5.6,10,27.8,7,19.4,7,19.4,6,16.7,4,11.1,8,22.2,5,13.9,2,5.6,2,5.6,11,30.6,1,2.8,0,0,0,0
MERCEDES BENZ,C SERIES,2000,64,25,39.1,39,60.9,6,9.4,14,21.9,12,18.8,13,20.3,8,12.5,3,4.7,11,17.2,9,14.1,4,6.3,1,1.6,15,23.4,2,3.1,0,0,0,0
MERCEDES BENZ,C SERIES,2001,100,35,35,65,65,17,17,24,24,35,35,11,11,21,21,5,5,5,5,32,32,7,7,8,8,17,17,3,3,0,0,0,0
MERCEDES BENZ,C SERIES,2002,272,89,32.7,183,67.3,39,14.3,67,24.6,95,34.9,51,18.8,58,21.3,17,6.3,4,1.5,75,27.6,36,13.2,14,5.1,61,22.4,22,8.1,1,0.4,0,0
MERCEDES BENZ,C SERIES,2003,411,133,32.4,278,67.6,64,15.6,86,20.9,151,36.7,77,18.7,62,15.1,13,3.2,8,1.9,117,28.5,67,16.3,32,7.8,100,24.3,32,7.8,2,0.5,1,0.2
MERCEDES BENZ,C SERIES,2004,465,164,35.3,301,64.7,39,8.4,91,19.6,154,33.1,76,16.3,67,14.4,11,2.4,6,1.3,124,26.7,48,10.3,47,10.1,95,20.4,26,5.6,1,0.2,0,0
MERCEDES BENZ,C SERIES,2005,534,227,42.5,307,57.5,39,7.3,72,13.5,157,29.4,67,12.5,68,12.7,6,1.1,2,0.4,141,26.4,67,12.5,71,13.3,90,16.9,14,2.6,2,0.4,1,0.2
MERCEDES BENZ,C SERIES,2006,371,151,40.7,220,59.3,24,6.5,43,11.6,86,23.2,40,10.8,51,13.7,5,1.3,2,0.5,84,22.6,38,10.2,52,14,50,13.5,9,2.4,4,1.1,1,0.3
MERCEDES BENZ,C SERIES,2007,223,94,42.2,129,57.8,16,7.2,29,13,54,24.2,28,12.6,22,9.9,0,0,1,0.4,52,23.3,18,8.1,27,12.1,27,12.1,5,2.2,2,0.9,0,0
MERCEDES BENZ,C SERIES,2008,661,399,60.4,262,39.6,30,4.5,84,12.7,41,6.2,93,14.1,55,8.3,4,0.6,6,0.9,29,4.4,34,5.1,14,2.1,106,16,14,2.1,5,0.8,0,0
MERCEDES BENZ,C SERIES,2009,207,124,59.9,83,40.1,14,6.8,26,12.6,8,3.9,30,14.5,18,8.7,1,0.5,3,1.4,7,3.4,5,2.4,7,3.4,33,15.9,6,2.9,2,1,0,0
MERCEDES BENZ,C SERIES,2010,781,563,72.1,218,27.9,33,4.2,67,8.6,15,1.9,58,7.4,65,8.3,1,0.1,1,0.1,9,1.2,20,2.6,18,2.3,71,9.1,15,1.9,1,0.1,1,0.1
MERCEDES BENZ,C SERIES,2011,237,197,83.1,40,16.9,6,2.5,9,3.8,4,1.7,3,1.3,13,5.5,1,0.4,0,0,5,2.1,4,1.7,9,3.8,4,1.7,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,2012,760,635,83.6,125,16.4,22,2.9,27,3.6,2,0.3,9,1.2,37,4.9,2,0.3,1,0.1,9,1.2,10,1.3,22,2.9,13,1.7,3,0.4,1,0.1,0,0
MERCEDES BENZ,C SERIES,2013,114,98,86,16,14,5,4.4,6,5.3,0,0,1,0.9,3,2.6,0,0,0,0,0,0,2,1.8,0,0,2,1.8,0,0,0,0,0,0
MERCEDES BENZ,C SERIES,2014,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MERCEDES BENZ,C180,1993,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
MERCEDES BENZ,C180,1994,21,5,23.8,16,76.2,3,14.3,5,23.8,4,19,2,9.5,5,23.8,1,4.8,2,9.5,5,23.8,2,9.5,2,9.5,2,9.5,1,4.8,0,0,0,0
MERCEDES BENZ,C180,1995,22,9,40.9,13,59.1,1,4.5,5,22.7,7,31.8,4,18.2,5,22.7,2,9.1,0,0,7,31.8,1,4.5,0,0,4,18.2,3,13.6,0,0,0,0
